E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.020	-0.741	0.020	-0.716	0.020	-0.753	0.020	-0.751	0.020	-0.626	0.020	-0.624	0.020	-0.751	0.020	-0.639	0.020	-0.623
0.020	-0.705	0.020	-0.707	0.020	-0.836	0.020	-0.846	0.020	-0.808	0.020	-0.724	0.020	-0.719	0.020	-0.647	0.020	-0.692
0.019	-0.785	0.019	-0.719	0.019	-0.704	0.019	-0.774	0.019	-0.779	0.019	-0.739	0.019	-0.636	0.019	-0.739	0.019	-0.692
0.018	-0.825	0.018	-0.797	0.018	-0.767	0.018	-0.741	0.018	-0.701	0.018	-0.722	0.018	-0.630	0.018	-0.655	0.018	-0.774
0.018	-0.754	0.018	-0.828	0.018	-0.807	0.018	-0.672	0.018	-0.793	0.018	-0.692	0.018	-0.667	0.018	-0.678	0.018	-0.676
0.018	-0.768	0.018	-0.802	0.018	-0.819	0.018	-0.707	0.018	-0.791	0.018	-0.655	0.018	-0.643	0.018	-0.698	0.018	-0.612
0.017	-0.797	0.017	-0.839	0.017	-0.765	0.017	-0.744	0.017	-0.807	0.017	-0.656	0.017	-0.744	0.017	-0.698	0.017	-0.731
0.017	-0.742	0.017	-0.807	0.017	-0.784	0.017	-0.807	0.017	-0.708	0.017	-0.695	0.017	-0.736	0.017	-0.722	0.017	-0.751
0.016	-0.736	0.016	-0.692	0.016	-0.814	0.016	-0.785	0.016	-0.705	0.016	-0.735	0.016	-0.768	0.016	-0.715	0.016	-0.652
0.015	-0.776	0.015	-0.753	0.015	-0.675	0.015	-0.771	0.015	-0.719	0.015	-0.705	0.015	-0.728	0.015	-0.731	0.015	-0.675
0.015	-0.748	0.015	-0.827	0.015	-0.747	0.015	-0.764	0.015	-0.718	0.015	-0.702	0.015	-0.650	0.015	-0.696	0.015	-0.695
0.015	-0.715	0.015	-0.830	0.015	-0.781	0.015	-0.805	0.015	-0.799	0.015	-0.609	0.015	-0.650	0.015	-0.682	0.015	-0.699
0.014	-0.785	0.014	-0.708	0.014	-0.733	0.014	-0.761	0.014	-0.773	0.014	-0.701	0.014	-0.656	0.014	-0.715	0.014	-0.696
0.013	-0.814	0.013	-0.765	0.013	-0.808	0.013	-0.685	0.013	-0.804	0.013	-0.790	0.013	-0.718	0.013	-0.790	0.013	-0.690
0.013	-0.805	0.013	-0.699	0.013	-0.845	0.013	-0.799	0.013	-0.840	0.013	-0.693	0.013	-0.794	0.013	-0.649	0.013	-0.672
0.013	-0.842	0.013	-0.845	0.013	-0.845	0.013	-0.808	0.013	-0.779	0.013	-0.702	0.013	-0.768	0.013	-0.666	0.013	-0.603
0.012	-0.787	0.012	-0.885	0.012	-0.762	0.012	-0.834	0.012	-0.781	0.012	-0.784	0.012	-0.774	0.012	-0.736	0.012	-0.693
0.011	-0.819	0.011	-0.787	0.011	-0.800	0.011	-0.704	0.011	-0.823	0.011	-0.796	0.011	-0.695	0.011	-0.725	0.011	-0.699
0.011	-0.787	0.011	-0.768	0.011	-0.839	0.011	-0.719	0.011	-0.796	0.011	-0.721	0.011	-0.721	0.011	-0.830	0.011	-0.751
0.011	-0.718	0.011	-0.759	0.011	-0.800	0.011	-0.799	0.011	-0.843	0.011	-0.739	0.011	-0.758	0.011	-0.664	0.011	-0.673
0.010	-0.817	0.010	-0.839	0.010	-0.759	0.010	-0.781	0.010	-0.777	0.010	-0.840	0.010	-0.725	0.010	-0.751	0.010	-0.649
0.009	-0.870	0.009	-0.880	0.009	-0.776	0.009	-0.799	0.009	-0.756	0.009	-0.765	0.009	-0.689	0.009	-0.805	0.009	-0.653
0.009	-0.756	0.009	-0.767	0.009	-0.788	0.009	-0.768	0.009	-0.903	0.009	-0.750	0.009	-0.731	0.009	-0.718	0.009	-0.670
0.009	-0.836	0.009	-0.702	0.009	-0.854	0.009	-0.807	0.009	-0.788	0.009	-0.747	0.009	-0.840	0.009	-0.673	0.009	-0.735
0.008	-0.848	0.008	-0.794	0.008	-0.827	0.008	-0.799	0.008	-0.790	0.008	-0.817	0.008	-0.791	0.008	-0.701	0.008	-0.787
0.007	-0.846	0.007	-0.761	0.007	-0.833	0.007	-0.823	0.007	-0.774	0.007	-0.773	0.007	-0.742	0.007	-0.738	0.007	-0.744
0.007	-0.797	0.007	-0.797	0.007	-0.952	0.007	-0.825	0.007	-0.808	0.007	-0.799	0.007	-0.770	0.007	-0.745	0.007	-0.758
0.006	-0.854	0.006	-0.828	0.006	-0.802	0.006	-0.753	0.006	-0.877	0.006	-0.859	0.006	-0.745	0.006	-0.758	0.006	-0.823
0.006	-0.839	0.006	-0.790	0.006	-0.863	0.006	-0.820	0.006	-0.822	0.006	-0.692	0.006	-0.776	0.006	-0.758	0.006	-0.776
0.005	-0.850	0.005	-0.860	0.005	-0.797	0.005	-0.784	0.005	-0.828	0.005	-0.759	0.005	-0.808	0.005	-0.794	0.005	-0.805
0.005	-0.839	0.005	-0.842	0.005	-0.820	0.005	-0.827	0.005	-0.808	0.005	-0.905	0.005	-0.724	0.005	-0.828	0.005	-0.873
0.004	-0.850	0.004	-0.905	0.004	-0.862	0.004	-0.848	0.004	-0.856	0.004	-0.859	0.004	-0.742	0.004	-0.785	0.004	-0.846
0.004	-0.865	0.004	-0.937	0.004	-0.917	0.004	-0.839	0.004	-0.837	0.004	-0.771	0.004	-0.770	0.004	-0.787	0.004	-0.820
0.004	-0.853	0.004	-0.854	0.004	-0.896	0.004	-0.885	0.004	-0.770	0.004	-0.799	0.004	-0.813	0.004	-0.831	0.004	-0.854
0.003	-0.891	0.003	-0.761	0.003	-0.877	0.003	-0.810	0.003	-0.759	0.003	-0.862	0.003	-0.827	0.003	-0.796	0.003	-0.725
0.003	-0.978	0.003	-0.952	0.003	-1.012	0.003	-0.906	0.003	-0.870	0.003	-0.952	0.003	-0.903	0.003	-0.797	0.003	-0.877
0.002	-0.822	0.002	-0.854	0.002	-0.794	0.002	-0.794	0.002	-0.765	0.002	-0.839	0.002	-0.868	0.002	-0.800	0.002	-0.859
0.002	-0.853	0.002	-0.928	0.002	-0.804	0.002	-0.870	0.002	-0.923	0.002	-0.836	0.002	-0.823	0.002	-0.819	0.002	-0.808
0.001	-0.828	0.001	-0.972	0.001	-0.908	0.001	-0.870	0.001	-0.850	0.001	-0.814	0.001	-0.865	0.001	-0.791	0.001	-0.866
0.001	-0.822	0.001	-0.977	0.001	-0.908	0.001	-0.962	0.001	-0.851	0.001	-0.893	0.001	-0.909	0.001	-0.791	0.001	-0.816
0.000	-0.848	0.000	-0.935	0.000	-0.862	0.000	-0.914	0.000	-0.885	0.000	-0.917	0.000	-0.857	0.000	-0.799	0.000	-0.814
-0.001	-0.879	-0.001	-0.946	-0.001	-0.942	-0.001	-0.903	-0.001	-0.955	-0.001	-0.935	-0.001	-0.768	-0.001	-0.805	-0.001	-0.784
-0.001	-0.935	-0.001	-0.866	-0.001	-0.917	-0.001	-1.001	-0.001	-0.894	-0.001	-0.883	-0.001	-0.891	-0.001	-0.813	-0.001	-0.827
-0.002	-0.908	-0.002	-1.008	-0.002	-0.897	-0.002	-0.991	-0.002	-0.900	-0.002	-0.883	-0.002	-0.991	-0.002	-0.822	-0.002	-0.819
-0.002	-0.896	-0.002	-0.923	-0.002	-0.965	-0.002	-0.883	-0.002	-0.897	-0.002	-0.916	-0.002	-0.931	-0.002	-0.854	-0.002	-0.919
-0.003	-0.995	-0.003	-0.888	-0.003	-1.054	-0.003	-0.986	-0.003	-0.882	-0.003	-0.932	-0.003	-0.955	-0.003	-0.917	-0.003	-0.893
-0.003	-0.951	-0.003	-0.920	-0.003	-0.919	-0.003	-0.868	-0.003	-0.942	-0.003	-0.945	-0.003	-0.903	-0.003	-0.914	-0.003	-0.929
-0.004	-0.972	-0.004	-0.952	-0.004	-0.949	-0.004	-0.893	-0.004	-0.988	-0.004	-0.986	-0.004	-0.951	-0.004	-0.857	-0.004	-0.975
-0.004	-0.929	-0.004	-0.958	-0.004	-0.954	-0.004	-0.948	-0.004	-0.988	-0.004	-0.943	-0.004	-0.940	-0.004	-0.916	-0.004	-0.923
-0.004	-0.974	-0.004	-0.957	-0.004	-1.021	-0.004	-1.060	-0.004	-1.067	-0.004	-0.963	-0.004	-1.006	-0.004	-0.969	-0.004	-0.937
-0.005	-0.966	-0.005	-0.986	-0.005	-1.060	-0.005	-1.024	-0.005	-1.034	-0.005	-1.015	-0.005	-0.951	-0.005	-0.903	-0.005	-0.983
-0.005	-1.037	-0.005	-1.083	-0.005	-1.067	-0.005	-1.049	-0.005	-0.971	-0.005	-0.978	-0.005	-0.940	-0.005	-0.934	-0.005	-0.978
-0.006	-1.043	-0.006	-1.037	-0.006	-1.127	-0.006	-1.057	-0.006	-0.985	-0.006	-1.020	-0.006	-0.963	-0.006	-0.954	-0.006	-0.986
-0.006	-1.006	-0.006	-1.133	-0.006	-1.069	-0.006	-0.992	-0.006	-1.110	-0.006	-0.919	-0.006	-1.014	-0.006	-0.965	-0.006	-0.954
-0.007	-1.080	-0.007	-1.058	-0.007	-1.123	-0.007	-1.050	-0.007	-1.052	-0.007	-0.997	-0.007	-1.004	-0.007	-0.989	-0.007	-1.066
-0.007	-1.092	-0.007	-1.095	-0.007	-1.086	-0.007	-1.081	-0.007	-1.096	-0.007	-1.069	-0.007	-1.041	-0.007	-1.001	-0.007	-1.083
-0.008	-1.096	-0.008	-1.100	-0.008	-1.121	-0.008	-1.158	-0.008	-1.103	-0.008	-1.104	-0.008	-1.044	-0.008	-0.980	-0.008	-1.098
-0.009	-1.130	-0.009	-1.061	-0.009	-1.118	-0.009	-1.166	-0.009	-1.135	-0.009	-1.113	-0.009	-0.991	-0.009	-1.060	-0.009	-1.054
-0.009	-1.181	-0.009	-1.096	-0.009	-1.184	-0.009	-1.135	-0.009	-1.129	-0.009	-1.139	-0.009	-1.100	-0.009	-0.985	-0.009	-1.075
-0.009	-1.190	-0.009	-1.184	-0.009	-1.216	-0.009	-1.107	-0.009	-1.152	-0.009	-1.112	-0.009	-1.075	-0.009	-1.004	-0.009	-1.104
-0.010	-0.859	-0.010	-0.912	-0.010	-0.917	-0.010	-0.845	-0.010	-0.877	-0.010	-0.773	-0.010	-0.868	-0.010	-0.820	-0.010	-0.800
-0.009	-0.458	-0.009	-0.494	-0.009	-0.595	-0.009	-0.426	-0.009	-0.593	-0.009	-0.534	-0.009	-0.552	-0.009	-0.468	-0.009	-0.526
-0.009	-0.276	-0.009	-0.222	-0.009	-0.270	-0.009	-0.202	-0.009	-0.337	-0.009	-0.339	-0.009	-0.304	-0.009	-0.353	-0.009	-0.308
-0.009	-0.047	-0.009	-0.049	-0.009	-0.129	-0.009	0.005	-0.009	-0.106	-0.009	-0.193	-0.009	-0.116	-0.009	-0.138	-0.009	-0.098
-0.008	0.109	-0.008	0.074	-0.008	-0.001	-0.008	-0.008	-0.008	0.043	-0.008	-0.009	-0.008	-0.051	-0.008	0.009	-0.008	-0.035
-0.007	0.163	-0.007	0.209	-0.007	0.147	-0.007	0.152	-0.007	0.006	-0.007	0.120	-0.007	0.055	-0.007	0.031	-0.007	0.069
-0.007	0.256	-0.007	0.172	-0.007	0.176	-0.007	0.132	-0.007	0.146	-0.007	0.115	-0.007	0.091	-0.007	0.101	-0.007	0.032
-0.006	0.304	-0.006	0.235	-0.006	0.233	-0.006	0.089	-0.006	0.109	-0.006	0.078	-0.006	0.169	-0.006	0.100	-0.006	0.100
-0.006	0.287	-0.006	0.281	-0.006	0.282	-0.006	0.209	-0.006	0.222	-0.006	0.196	-0.006	0.222	-0.006	0.137	-0.006	0.158
-0.005	0.359	-0.005	0.351	-0.005	0.247	-0.005	0.268	-0.005	0.287	-0.005	0.259	-0.005	0.192	-0.005	0.204	-0.005	0.244
-0.005	0.356	-0.005	0.399	-0.005	0.298	-0.005	0.362	-0.005	0.232	-0.005	0.210	-0.005	0.195	-0.005	0.209	-0.005	0.250
-0.004	0.446	-0.004	0.443	-0.004	0.279	-0.004	0.356	-0.004	0.338	-0.004	0.235	-0.004	0.262	-0.004	0.279	-0.004	0.227
-0.004	0.370	-0.004	0.365	-0.004	0.321	-0.004	0.399	-0.004	0.512	-0.004	0.247	-0.004	0.370	-0.004	0.295	-0.004	0.255
-0.004	0.486	-0.004	0.422	-0.004	0.379	-0.004	0.394	-0.004	0.413	-0.004	0.262	-0.004	0.322	-0.004	0.291	-0.004	0.236
-0.003	0.492	-0.003	0.453	-0.003	0.305	-0.003	0.354	-0.003	0.316	-0.003	0.265	-0.003	0.259	-0.003	0.353	-0.003	0.255
-0.003	0.393	-0.003	0.336	-0.003	0.356	-0.003	0.387	-0.003	0.270	-0.003	0.249	-0.003	0.287	-0.003	0.230	-0.003	0.172
-0.002	0.537	-0.002	0.489	-0.002	0.476	-0.002	0.449	-0.002	0.486	-0.002	0.379	-0.002	0.419	-0.002	0.399	-0.002	0.411
-0.002	0.495	-0.002	0.482	-0.002	0.471	-0.002	0.466	-0.002	0.463	-0.002	0.356	-0.002	0.379	-0.002	0.410	-0.002	0.361
-0.001	0.564	-0.001	0.462	-0.001	0.403	-0.001	0.492	-0.001	0.364	-0.001	0.393	-0.001	0.437	-0.001	0.385	-0.001	0.330
-0.001	0.520	-0.001	0.428	-0.001	0.380	-0.001	0.474	-0.001	0.291	-0.001	0.385	-0.001	0.351	-0.001	0.442	-0.001	0.373
0.000	0.465	0.000	0.428	0.000	0.446	0.000	0.431	0.000	0.482	0.000	0.431	0.000	0.416	0.000	0.459	0.000	0.408
0.001	0.546	0.001	0.462	0.001	0.422	0.001	0.419	0.001	0.414	0.001	0.471	0.001	0.463	0.001	0.377	0.001	0.361
0.001	0.561	0.001	0.494	0.001	0.453	0.001	0.500	0.001	0.459	0.001	0.426	0.001	0.453	0.001	0.410	0.001	0.422
0.002	0.591	0.002	0.494	0.002	0.541	0.002	0.534	0.002	0.442	0.002	0.416	0.002	0.413	0.002	0.451	0.002	0.394
0.002	0.597	0.002	0.566	0.002	0.486	0.002	0.514	0.002	0.466	0.002	0.451	0.002	0.382	0.002	0.431	0.002	0.469
0.003	0.439	0.003	0.571	0.003	0.482	0.003	0.448	0.003	0.449	0.003	0.433	0.003	0.465	0.003	0.422	0.003	0.384
0.003	0.502	0.003	0.500	0.003	0.523	0.003	0.443	0.003	0.396	0.003	0.440	0.003	0.463	0.003	0.453	0.003	0.351
0.004	0.580	0.004	0.426	0.004	0.472	0.004	0.609	0.004	0.436	0.004	0.459	0.004	0.399	0.004	0.460	0.004	0.362
0.004	0.509	0.004	0.531	0.004	0.601	0.004	0.601	0.004	0.407	0.004	0.489	0.004	0.453	0.004	0.500	0.004	0.357
0.004	0.549	0.004	0.545	0.004	0.591	0.004	0.528	0.004	0.503	0.004	0.414	0.004	0.408	0.004	0.469	0.004	0.437
0.005	0.546	0.005	0.584	0.005	0.541	0.005	0.486	0.005	0.479	0.005	0.437	0.005	0.417	0.005	0.489	0.005	0.454
0.005	0.606	0.005	0.569	0.005	0.457	0.005	0.517	0.005	0.463	0.005	0.474	0.005	0.572	0.005	0.480	0.005	0.531
0.006	0.641	0.006	0.569	0.006	0.532	0.006	0.489	0.006	0.531	0.006	0.551	0.006	0.457	0.006	0.523	0.006	0.472
0.006	0.647	0.006	0.571	0.006	0.489	0.006	0.525	0.006	0.577	0.006	0.529	0.006	0.554	0.006	0.503	0.006	0.451
0.007	0.563	0.007	0.557	0.007	0.549	0.007	0.574	0.007	0.457	0.007	0.486	0.007	0.471	0.007	0.474	0.007	0.494
0.007	0.615	0.007	0.575	0.007	0.554	0.007	0.624	0.007	0.517	0.007	0.520	0.007	0.532	0.007	0.517	0.007	0.499
0.008	0.563	0.008	0.632	0.008	0.624	0.008	0.617	0.008	0.483	0.008	0.564	0.008	0.471	0.008	0.497	0.008	0.514
0.009	0.647	0.009	0.538	0.009	0.491	0.009	0.574	0.009	0.495	0.009	0.534	0.009	0.474	0.009	0.529	0.009	0.465
0.009	0.643	0.009	0.635	0.009	0.463	0.009	0.546	0.009	0.522	0.009	0.566	0.009	0.528	0.009	0.561	0.009	0.468
0.009	0.644	0.009	0.614	0.009	0.614	0.009	0.474	0.009	0.575	0.009	0.520	0.009	0.528	0.009	0.499	0.009	0.472
0.010	0.609	0.010	0.614	0.010	0.638	0.010	0.512	0.010	0.543	0.010	0.569	0.010	0.543	0.010	0.463	0.010	0.460
0.011	0.626	0.011	0.586	0.011	0.522	0.011	0.600	0.011	0.532	0.011	0.525	0.011	0.491	0.011	0.538	0.011	0.474
0.011	0.621	0.011	0.526	0.011	0.606	0.011	0.580	0.011	0.506	0.011	0.486	0.011	0.486	0.011	0.511	0.011	0.440
0.011	0.647	0.011	0.606	0.011	0.601	0.011	0.572	0.011	0.557	0.011	0.528	0.011	0.528	0.011	0.483	0.011	0.485
0.012	0.568	0.012	0.615	0.012	0.557	0.012	0.552	0.012	0.552	0.012	0.522	0.012	0.419	0.012	0.472	0.012	0.483
0.013	0.508	0.013	0.528	0.013	0.623	0.013	0.615	0.013	0.471	0.013	0.462	0.013	0.535	0.013	0.508	0.013	0.437
0.013	0.615	0.013	0.564	0.013	0.644	0.013	0.658	0.013	0.494	0.013	0.529	0.013	0.522	0.013	0.525	0.013	0.477
0.013	0.552	0.013	0.587	0.013	0.574	0.013	0.549	0.013	0.560	0.013	0.551	0.013	0.474	0.013	0.502	0.013	0.549
0.014	0.658	0.014	0.641	0.014	0.569	0.014	0.531	0.014	0.574	0.014	0.528	0.014	0.552	0.014	0.528	0.014	0.454
0.015	0.611	0.015	0.586	0.015	0.561	0.015	0.529	0.015	0.528	0.015	0.457	0.015	0.522	0.015	0.537	0.015	0.494
0.015	0.614	0.015	0.557	0.015	0.623	0.015	0.563	0.015	0.517	0.015	0.505	0.015	0.535	0.015	0.509	0.015	0.491
0.015	0.643	0.015	0.606	0.015	0.621	0.015	0.540	0.015	0.580	0.015	0.518	0.015	0.571	0.015	0.479	0.015	0.522
0.016	0.647	0.016	0.574	0.016	0.580	0.016	0.603	0.016	0.548	0.016	0.515	0.016	0.525	0.016	0.454	0.016	0.485
0.017	0.673	0.017	0.607	0.017	0.534	0.017	0.520	0.017	0.523	0.017	0.552	0.017	0.598	0.017	0.500	0.017	0.417
0.017	0.698	0.017	0.620	0.017	0.611	0.017	0.620	0.017	0.534	0.017	0.546	0.017	0.517	0.017	0.495	0.017	0.499
0.018	0.649	0.018	0.615	0.018	0.603	0.018	0.525	0.018	0.456	0.018	0.581	0.018	0.480	0.018	0.525	0.018	0.443
0.018	0.710	0.018	0.764	0.018	0.690	0.018	0.587	0.018	0.569	0.018	0.586	0.018	0.512	0.018	0.637	0.018	0.505
0.018	0.661	0.018	0.676	0.018	0.540	0.018	0.494	0.018	0.523	0.018	0.512	0.018	0.558	0.018	0.535	0.018	0.457
0.019	0.689	0.019	0.650	0.019	0.595	0.019	0.626	0.019	0.572	0.019	0.465	0.019	0.517	0.019	0.574	0.019	0.488
0.020	0.583	0.020	0.621	0.020	0.558	0.020	0.592	0.020	0.732	0.020	0.500	0.020	0.443	0.020	0.535	0.020	0.489
0.020	0.687	0.020	0.611	0.020	0.600	0.020	0.644	0.020	0.732	0.020	0.551	0.020	0.535	0.020	0.512	0.020	0.505
0.021	0.704	0.021	0.612	0.021	0.598	0.021	0.643	0.021	0.509	0.021	0.503	0.021	0.617	0.021	0.545	0.021	0.538
0.021	0.611	0.021	0.641	0.021	0.597	0.021	0.518	0.021	0.649	0.021	0.534	0.021	0.571	0.021	0.515	0.021	0.506
0.021	0.621	0.021	0.630	0.021	0.581	0.021	0.520	0.021	0.577	0.021	0.569	0.021	0.457	0.021	0.500	0.021	0.479
0.022	0.621	0.022	0.643	0.022	0.577	0.022	0.660	0.022	0.546	0.022	0.566	0.022	0.526	0.022	0.549	0.022	0.508
0.022	0.637	0.022	0.669	0.022	0.571	0.022	0.566	0.022	0.611	0.022	0.531	0.022	0.578	0.022	0.515	0.022	0.512
0.023	0.598	0.023	0.558	0.023	0.621	0.023	0.598	0.023	0.561	0.023	0.594	0.023	0.558	0.023	0.523	0.023	0.515
0.024	0.673	0.024	0.614	0.024	0.543	0.024	0.624	0.024	0.549	0.024	0.615	0.024	0.568	0.024	0.502	0.024	0.561
0.024	0.609	0.024	0.634	0.024	0.657	0.024	0.647	0.024	0.505	0.024	0.535	0.024	0.525	0.024	0.483	0.024	0.546
0.025	0.710	0.025	0.594	0.025	0.647	0.025	0.612	0.025	0.505	0.025	0.497	0.025	0.594	0.025	0.503	0.025	0.572
0.025	0.643	0.025	0.653	0.025	0.687	0.025	0.618	0.025	0.572	0.025	0.541	0.025	0.592	0.025	0.518	0.025	0.606
0.025	0.765	0.025	0.660	0.025	0.548	0.025	0.586	0.025	0.615	0.025	0.538	0.025	0.601	0.025	0.571	0.025	0.520
0.026	0.652	0.026	0.732	0.026	0.611	0.026	0.557	0.026	0.592	0.026	0.612	0.026	0.624	0.026	0.545	0.026	0.488
0.026	0.681	0.026	0.635	0.026	0.546	0.026	0.678	0.026	0.520	0.026	0.534	0.026	0.534	0.026	0.548	0.026	0.456
0.027	0.646	0.027	0.661	0.027	0.606	0.027	0.584	0.027	0.558	0.027	0.474	0.027	0.517	0.027	0.541	0.027	0.454
0.028	0.721	0.028	0.650	0.028	0.701	0.028	0.563	0.028	0.589	0.028	0.515	0.028	0.532	0.028	0.586	0.028	0.491
0.028	0.583	0.028	0.649	0.028	0.652	0.028	0.670	0.028	0.581	0.028	0.563	0.028	0.646	0.028	0.502	0.028	0.517
0.029	0.638	0.029	0.669	0.029	0.611	0.029	0.690	0.029	0.535	0.029	0.618	0.029	0.555	0.029	0.479	0.029	0.508
0.029	0.687	0.029	0.634	0.029	0.587	0.029	0.675	0.029	0.548	0.029	0.518	0.029	0.477	0.029	0.525	0.029	0.537
0.029	0.707	0.029	0.686	0.029	0.583	0.029	0.606	0.029	0.634	0.029	0.563	0.029	0.526	0.029	0.578	0.029	0.523
0.030	0.606	0.030	0.719	0.030	0.609	0.030	0.621	0.030	0.557	0.030	0.569	0.030	0.614	0.030	0.551	0.030	0.523
0.030	0.650	0.030	0.676	0.030	0.517	0.030	0.529	0.030	0.540	0.030	0.644	0.030	0.469	0.030	0.515	0.030	0.489
0.031	0.630	0.031	0.675	0.031	0.612	0.031	0.601	0.031	0.621	0.031	0.525	0.031	0.503	0.031	0.440	0.031	0.465
0.032	0.635	0.032	0.634	0.032	0.632	0.032	0.615	0.032	0.578	0.032	0.529	0.032	0.548	0.032	0.457	0.032	0.548
0.032	0.689	0.032	0.764	0.032	0.663	0.032	0.672	0.032	0.603	0.032	0.594	0.032	0.589	0.032	0.526	0.032	0.515
0.033	0.663	0.033	0.684	0.033	0.750	0.033	0.587	0.033	0.578	0.033	0.620	0.033	0.584	0.033	0.574	0.033	0.459
0.033	0.756	0.033	0.657	0.033	0.621	0.033	0.630	0.033	0.488	0.033	0.597	0.033	0.572	0.033	0.592	0.033	0.426
0.034	0.796	0.034	0.611	0.034	0.630	0.034	0.661	0.034	0.607	0.034	0.569	0.034	0.534	0.034	0.574	0.034	0.581
0.034	0.735	0.034	0.684	0.034	0.529	0.034	0.586	0.034	0.680	0.034	0.494	0.034	0.538	0.034	0.534	0.034	0.518
0.035	0.667	0.035	0.696	0.035	0.644	0.035	0.534	0.035	0.545	0.035	0.518	0.035	0.528	0.035	0.492	0.035	0.495
0.035	0.597	0.035	0.703	0.035	0.666	0.035	0.681	0.035	0.615	0.035	0.558	0.035	0.561	0.035	0.551	0.035	0.540
0.035	0.641	0.035	0.719	0.035	0.635	0.035	0.646	0.035	0.644	0.035	0.620	0.035	0.532	0.035	0.468	0.035	0.531
0.036	0.669	0.036	0.652	0.036	0.606	0.036	0.638	0.036	0.661	0.036	0.655	0.036	0.604	0.036	0.488	0.036	0.540
0.036	0.670	0.036	0.635	0.036	0.637	0.036	0.606	0.036	0.545	0.036	0.663	0.036	0.563	0.036	0.463	0.036	0.462
0.037	0.661	0.037	0.652	0.037	0.611	0.037	0.627	0.037	0.541	0.037	0.575	0.037	0.568	0.037	0.515	0.037	0.497
0.037	0.663	0.037	0.569	0.037	0.549	0.037	0.531	0.037	0.537	0.037	0.489	0.037	0.492	0.037	0.557	0.037	0.511
0.038	0.773	0.038	0.727	0.038	0.670	0.038	0.669	0.038	0.683	0.038	0.640	0.038	0.549	0.038	0.614	0.038	0.575
0.038	0.664	0.038	0.635	0.038	0.663	0.038	0.575	0.038	0.652	0.038	0.592	0.038	0.577	0.038	0.534	0.038	0.541
0.039	0.649	0.039	0.643	0.039	0.699	0.039	0.673	0.039	0.583	0.039	0.606	0.039	0.517	0.039	0.558	0.039	0.534
0.040	0.670	0.040	0.741	0.040	0.627	0.040	0.558	0.040	0.529	0.040	0.574	0.040	0.531	0.040	0.456	0.040	0.499
0.040	0.716	0.040	0.637	0.040	0.638	0.040	0.684	0.040	0.517	0.040	0.614	0.040	0.540	0.040	0.597	0.040	0.545
0.041	0.669	0.041	0.686	0.041	0.724	0.041	0.683	0.041	0.583	0.041	0.528	0.041	0.643	0.041	0.557	0.041	0.583
0.041	0.620	0.041	0.634	0.041	0.676	0.041	0.640	0.041	0.653	0.041	0.469	0.041	0.529	0.041	0.499	0.041	0.534
0.042	0.666	0.042	0.686	0.042	0.719	0.042	0.587	0.042	0.586	0.042	0.663	0.042	0.621	0.042	0.549	0.042	0.505
0.042	0.640	0.042	0.680	0.042	0.634	0.042	0.575	0.042	0.624	0.042	0.646	0.042	0.569	0.042	0.546	0.042	0.489
0.043	0.629	0.043	0.558	0.043	0.640	0.043	0.635	0.043	0.612	0.043	0.638	0.043	0.497	0.043	0.561	0.043	0.474
0.043	0.796	0.043	0.640	0.043	0.598	0.043	0.638	0.043	0.638	0.043	0.635	0.043	0.606	0.043	0.460	0.043	0.465
0.043	0.735	0.043	0.713	0.043	0.618	0.043	0.640	0.043	0.543	0.043	0.584	0.043	0.568	0.043	0.607	0.043	0.604
0.044	0.775	0.044	0.727	0.044	0.675	0.044	0.663	0.044	0.621	0.044	0.560	0.044	0.494	0.044	0.600	0.044	0.548
0.044	0.747	0.044	0.727	0.044	0.644	0.044	0.552	0.044	0.649	0.044	0.637	0.044	0.518	0.044	0.514	0.044	0.561
0.045	0.667	0.045	0.767	0.045	0.640	0.045	0.643	0.045	0.620	0.045	0.592	0.045	0.589	0.045	0.549	0.045	0.485
0.045	0.666	0.045	0.680	0.045	0.598	0.045	0.577	0.045	0.600	0.045	0.548	0.045	0.589	0.045	0.511	0.045	0.526
0.046	0.745	0.046	0.629	0.046	0.568	0.046	0.638	0.046	0.534	0.046	0.580	0.046	0.584	0.046	0.479	0.046	0.615
0.046	0.745	0.046	0.649	0.046	0.652	0.046	0.699	0.046	0.531	0.046	0.584	0.046	0.632	0.046	0.549	0.046	0.492
0.047	0.684	0.047	0.591	0.047	0.719	0.047	0.641	0.047	0.606	0.047	0.607	0.047	0.529	0.047	0.560	0.047	0.476
0.048	0.670	0.048	0.603	0.048	0.611	0.048	0.572	0.048	0.514	0.048	0.600	0.048	0.500	0.048	0.446	0.048	0.494
0.048	0.626	0.048	0.735	0.048	0.618	0.048	0.607	0.048	0.611	0.048	0.505	0.048	0.629	0.048	0.522	0.048	0.494
0.049	0.615	0.049	0.607	0.049	0.660	0.049	0.704	0.049	0.676	0.049	0.566	0.049	0.618	0.049	0.522	0.049	0.543
0.049	0.672	0.049	0.712	0.049	0.606	0.049	0.611	0.049	0.683	0.049	0.564	0.049	0.557	0.049	0.517	0.049	0.512
0.050	0.764	0.050	0.707	0.050	0.589	0.050	0.600	0.050	0.597	0.050	0.554	0.050	0.566	0.050	0.587	0.050	0.459
