Date: 01-03-22
Time: 20:13:53

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .1000
First vertex potential (V) = .0000
Second vertex potential (V) = .6000
Step potential (V) = .00030
Scan rate (V/s) = .05000
Equilibration time (s) = 
Number of Data Points =  3932 

 Potential	  Scan 1   	  Scan 2   	  Scan 3   	
 0.400085	-1.349121E-06	-1.420532E-06	-1.409546E-06
 0.399780	-1.334839E-06	-1.393066E-06	-1.373291E-06
 0.399475	-1.342529E-06	-1.386475E-06	-1.378784E-06
 0.399170	-1.348023E-06	-1.407349E-06	-1.386475E-06
 0.398865	-1.320557E-06	-1.369995E-06	-1.366699E-06
 0.398560	-1.338135E-06	-1.393066E-06	-1.389771E-06
 0.398254	-1.345825E-06	-1.390869E-06	-1.377686E-06
 0.397949	-1.320557E-06	-1.379883E-06	-1.368897E-06
 0.397644	-1.308472E-06	-1.362305E-06	-1.353516E-06
 0.397339	-1.332642E-06	-1.383179E-06	-1.384277E-06
 0.397034	-1.308472E-06	-1.368897E-06	-1.368897E-06
 0.396729	-1.320557E-06	-1.379883E-06	-1.376587E-06
 0.396423	-1.319458E-06	-1.378784E-06	-1.359009E-06
 0.396118	-1.318359E-06	-1.374390E-06	-1.363403E-06
 0.395813	-1.300781E-06	-1.359009E-06	-1.342529E-06
 0.395508	-1.334839E-06	-1.390869E-06	-1.369995E-06
 0.395203	-1.315064E-06	-1.363403E-06	-1.356812E-06
 0.394897	-1.302979E-06	-1.346924E-06	-1.331543E-06
 0.394592	-1.299683E-06	-1.340332E-06	-1.331543E-06
 0.394287	-1.298584E-06	-1.357910E-06	-1.356812E-06
 0.393982	-1.278809E-06	-1.342529E-06	-1.329346E-06
 0.393677	-1.287598E-06	-1.349121E-06	-1.339233E-06
 0.393372	-1.288696E-06	-1.352417E-06	-1.343628E-06
 0.393066	-1.285400E-06	-1.349121E-06	-1.339233E-06
 0.392761	-1.274414E-06	-1.315064E-06	-1.313965E-06
 0.392456	-1.275513E-06	-1.352417E-06	-1.326050E-06
 0.392151	-1.274414E-06	-1.331543E-06	-1.331543E-06
 0.391846	-1.276611E-06	-1.326050E-06	-1.316162E-06
 0.391541	-1.265625E-06	-1.332642E-06	-1.308472E-06
 0.391235	-1.261231E-06	-1.333740E-06	-1.320557E-06
 0.390930	-1.245850E-06	-1.310669E-06	-1.308472E-06
 0.390625	-1.259033E-06	-1.335938E-06	-1.315064E-06
 0.390320	-1.245850E-06	-1.304077E-06	-1.297485E-06
 0.390015	-1.226074E-06	-1.291992E-06	-1.288696E-06
 0.389709	-1.230469E-06	-1.271118E-06	-1.281006E-06
 0.389404	-1.237061E-06	-1.309570E-06	-1.304077E-06
 0.389099	-1.221680E-06	-1.297485E-06	-1.278809E-06
 0.388794	-1.226074E-06	-1.263428E-06	-1.265625E-06
 0.388489	-1.222778E-06	-1.278809E-06	-1.277710E-06
 0.388184	-1.210693E-06	-1.278809E-06	-1.273315E-06
 0.387878	-1.197510E-06	-1.250244E-06	-1.253540E-06
 0.387573	-1.216187E-06	-1.265625E-06	-1.259033E-06
 0.387268	-1.194214E-06	-1.265625E-06	-1.252441E-06
 0.386963	-1.181030E-06	-1.251343E-06	-1.253540E-06
 0.386658	-1.183228E-06	-1.246948E-06	-1.241455E-06
 0.386353	-1.189819E-06	-1.265625E-06	-1.256836E-06
 0.386047	-1.174439E-06	-1.253540E-06	-1.241455E-06
 0.385742	-1.179932E-06	-1.237061E-06	-1.231567E-06
 0.385437	-1.174439E-06	-1.239258E-06	-1.231567E-06
 0.385132	-1.171143E-06	-1.226074E-06	-1.224976E-06
 0.384827	-1.151367E-06	-1.217285E-06	-1.206299E-06
 0.384521	-1.173340E-06	-1.224976E-06	-1.220581E-06
 0.384216	-1.153564E-06	-1.217285E-06	-1.210693E-06
 0.383911	-1.145874E-06	-1.198608E-06	-1.194214E-06
 0.383606	-1.142578E-06	-1.203003E-06	-1.198608E-06
 0.383301	-1.143677E-06	-1.213989E-06	-1.204102E-06
 0.382996	-1.117310E-06	-1.193115E-06	-1.183228E-06
 0.382690	-1.128296E-06	-1.175537E-06	-1.176636E-06
 0.382385	-1.125000E-06	-1.179932E-06	-1.184326E-06
 0.382080	-1.114014E-06	-1.190918E-06	-1.173340E-06
 0.381775	-1.093140E-06	-1.157959E-06	-1.162354E-06
 0.381470	-1.112915E-06	-1.168945E-06	-1.170044E-06
 0.381165	-1.092041E-06	-1.162354E-06	-1.151367E-06
 0.380859	-1.085449E-06	-1.151367E-06	-1.143677E-06
 0.380554	-1.090942E-06	-1.151367E-06	-1.151367E-06
 0.380249	-1.083252E-06	-1.146973E-06	-1.148071E-06
 0.379944	-1.070068E-06	-1.135986E-06	-1.122803E-06
 0.379639	-1.072266E-06	-1.133789E-06	-1.128296E-06
 0.379333	-1.070068E-06	-1.112915E-06	-1.130493E-06
 0.379028	-1.049194E-06	-1.118408E-06	-1.109619E-06
 0.378723	-1.051392E-06	-1.108521E-06	-1.115112E-06
 0.378418	-1.067871E-06	-1.121704E-06	-1.117310E-06
 0.378113	-1.036011E-06	-1.094238E-06	-1.094238E-06
 0.377808	-1.033814E-06	-1.083252E-06	-1.075562E-06
 0.377502	-1.036011E-06	-1.088745E-06	-1.084351E-06
 0.377197	-1.023926E-06	-1.097534E-06	-1.088745E-06
 0.376892	-1.008545E-06	-1.070068E-06	-1.059082E-06
 0.376587	-1.019531E-06	-1.071167E-06	-1.074463E-06
 0.376282	-1.003052E-06	-1.072266E-06	-1.075562E-06
 0.375977	-9.931641E-07	-1.055786E-06	-1.060181E-06
 0.375671	-9.766846E-07	-1.052490E-06	-1.045898E-06
 0.375366	-9.887696E-07	-1.065674E-06	-1.060181E-06
 0.375061	-9.755860E-07	-1.048096E-06	-1.039307E-06
 0.374756	-9.733887E-07	-1.028320E-06	-1.027222E-06
 0.374451	-9.722901E-07	-1.029419E-06	-1.019531E-06
 0.374146	-9.645996E-07	-1.029419E-06	-1.023926E-06
 0.373840	-9.426270E-07	-1.004150E-06	-1.005249E-06
 0.373535	-9.580078E-07	-1.017334E-06	-1.012939E-06
 0.373230	-9.283448E-07	-9.942627E-07	-9.975586E-07
 0.372925	-9.228516E-07	-9.898682E-07	-9.821778E-07
 0.372620	-9.250489E-07	-9.898682E-07	-9.865723E-07
 0.372314	-9.228516E-07	-9.997559E-07	-9.909668E-07
 0.372009	-9.030762E-07	-9.722901E-07	-9.645996E-07
 0.371704	-9.063721E-07	-9.689942E-07	-9.711914E-07
 0.371399	-9.008789E-07	-9.645996E-07	-9.580078E-07
 0.371094	-9.019776E-07	-9.678955E-07	-9.678955E-07
 0.370789	-8.448487E-07	-9.151612E-07	-9.129639E-07
 0.370483	-8.778076E-07	-9.437256E-07	-9.404297E-07
 0.370178	-8.734131E-07	-9.360352E-07	-9.283448E-07
 0.369873	-8.657227E-07	-9.294434E-07	-9.294434E-07
 0.369568	-8.602295E-07	-9.162598E-07	-9.096680E-07
 0.369263	-8.580323E-07	-9.195557E-07	-9.184571E-07
 0.368958	-8.404541E-07	-9.107666E-07	-8.997803E-07
 0.368652	-8.514405E-07	-9.085694E-07	-9.008789E-07
 0.368347	-8.228760E-07	-8.942871E-07	-8.986817E-07
 0.368042	-8.239746E-07	-9.030762E-07	-8.833008E-07
 0.367737	-8.162842E-07	-8.811035E-07	-8.756104E-07
 0.367432	-8.239746E-07	-8.822022E-07	-8.854981E-07
 0.367126	-8.074951E-07	-8.668213E-07	-8.624268E-07
 0.366821	-8.031006E-07	-8.624268E-07	-8.558350E-07
 0.366516	-7.954102E-07	-8.602295E-07	-8.547364E-07
 0.366211	-8.020020E-07	-8.613282E-07	-8.547364E-07
 0.365906	-7.613526E-07	-8.404541E-07	-8.272705E-07
 0.365601	-7.745362E-07	-8.360596E-07	-8.305664E-07
 0.365295	-7.547608E-07	-8.316651E-07	-8.316651E-07
 0.364990	-7.624512E-07	-8.294678E-07	-8.239746E-07
 0.364685	-7.547608E-07	-8.140869E-07	-8.074951E-07
 0.364380	-7.657471E-07	-8.206787E-07	-8.206787E-07
 0.364075	-7.360840E-07	-8.041992E-07	-8.063965E-07
 0.363770	-7.470703E-07	-8.009033E-07	-7.921143E-07
 0.363464	-7.327881E-07	-7.921143E-07	-7.877198E-07
 0.363159	-7.261963E-07	-8.041992E-07	-8.020020E-07
 0.362854	-7.119141E-07	-7.723389E-07	-7.734375E-07
 0.362549	-7.283936E-07	-7.778321E-07	-7.800293E-07
 0.362244	-7.042237E-07	-7.679444E-07	-7.646485E-07
 0.361938	-6.899414E-07	-7.657471E-07	-7.624512E-07
 0.361633	-7.020264E-07	-7.602539E-07	-7.580567E-07
 0.361328	-7.053223E-07	-7.602539E-07	-7.646485E-07
 0.361023	-6.690674E-07	-7.459717E-07	-7.393799E-07
 0.360718	-6.789551E-07	-7.360840E-07	-7.229004E-07
 0.360413	-6.668701E-07	-7.360840E-07	-7.272949E-07
 0.360107	-6.690674E-07	-7.316895E-07	-7.239990E-07
 0.359802	-6.558838E-07	-7.075196E-07	-7.031250E-07
 0.359497	-6.690674E-07	-7.272949E-07	-7.207031E-07
 0.359192	-6.547852E-07	-7.031250E-07	-7.086182E-07
 0.358887	-6.525879E-07	-7.064209E-07	-7.053223E-07
 0.358582	-6.339112E-07	-6.965332E-07	-6.855469E-07
 0.358276	-6.427002E-07	-7.009278E-07	-7.042237E-07
 0.357971	-6.196289E-07	-6.767578E-07	-6.756592E-07
 0.357666	-6.251221E-07	-6.910401E-07	-6.833496E-07
 0.357361	-6.207276E-07	-6.778565E-07	-6.745606E-07
 0.357056	-6.119385E-07	-6.745606E-07	-6.734619E-07
 0.356750	-6.031494E-07	-6.624756E-07	-6.580811E-07
 0.356445	-6.152344E-07	-6.800537E-07	-6.690674E-07
 0.356140	-5.866699E-07	-6.481934E-07	-6.437988E-07
 0.355835	-5.899658E-07	-6.405029E-07	-6.361084E-07
 0.355530	-5.855713E-07	-6.405029E-07	-6.350098E-07
 0.355225	-5.844727E-07	-6.503906E-07	-6.558838E-07
 0.354919	-5.646973E-07	-6.251221E-07	-6.251221E-07
 0.354614	-5.811768E-07	-6.372071E-07	-6.339112E-07
 0.354309	-5.657959E-07	-6.273194E-07	-6.306153E-07
 0.354004	-5.614014E-07	-6.240235E-07	-6.251221E-07
 0.353699	-5.471192E-07	-5.998535E-07	-6.086426E-07
 0.353394	-5.614014E-07	-6.218262E-07	-6.064453E-07
 0.353088	-5.405274E-07	-6.053467E-07	-5.932617E-07
 0.352783	-5.559082E-07	-6.031494E-07	-6.020508E-07
 0.352478	-5.449219E-07	-5.965576E-07	-5.877686E-07
 0.352173	-5.372315E-07	-5.987549E-07	-5.899658E-07
 0.351868	-5.262451E-07	-5.778809E-07	-5.778809E-07
 0.351563	-5.383301E-07	-5.965576E-07	-5.877686E-07
 0.351257	-5.152588E-07	-5.778809E-07	-5.756836E-07
 0.350952	-5.130615E-07	-5.690918E-07	-5.646973E-07
 0.350647	-5.097656E-07	-5.668945E-07	-5.723877E-07
 0.350342	-5.141602E-07	-5.745850E-07	-5.712891E-07
 0.350037	-5.009766E-07	-5.603028E-07	-5.471192E-07
 0.349731	-5.009766E-07	-5.482178E-07	-5.449219E-07
 0.349426	-5.075684E-07	-5.592041E-07	-5.581055E-07
 0.349121	-5.042725E-07	-5.493164E-07	-5.449219E-07
 0.348816	-4.877930E-07	-5.306397E-07	-5.306397E-07
 0.348511	-4.899902E-07	-5.394287E-07	-5.383301E-07
 0.348206	-4.812012E-07	-5.317383E-07	-5.306397E-07
 0.347900	-4.801026E-07	-5.273438E-07	-5.306397E-07
 0.347595	-4.790039E-07	-5.251465E-07	-5.240479E-07
 0.347290	-4.724121E-07	-5.317383E-07	-5.306397E-07
 0.346985	-4.570313E-07	-5.218506E-07	-5.130615E-07
 0.346680	-4.713135E-07	-5.218506E-07	-5.163574E-07
 0.346375	-4.647217E-07	-5.196533E-07	-5.119629E-07
 0.346069	-4.548340E-07	-5.075684E-07	-5.163574E-07
 0.345764	-4.526367E-07	-5.064697E-07	-4.998779E-07
 0.345459	-4.647217E-07	-5.086670E-07	-5.108643E-07
 0.345154	-4.449463E-07	-5.020752E-07	-4.954834E-07
 0.344849	-4.438477E-07	-4.943848E-07	-4.943848E-07
 0.344543	-4.504395E-07	-4.943848E-07	-4.965820E-07
 0.344238	-4.449463E-07	-5.009766E-07	-5.086670E-07
 0.343933	-4.328613E-07	-4.746094E-07	-4.822998E-07
 0.343628	-4.350586E-07	-4.844971E-07	-4.812012E-07
 0.343323	-4.328613E-07	-4.866944E-07	-4.888916E-07
 0.343018	-4.306641E-07	-4.812012E-07	-4.844971E-07
 0.342712	-4.196777E-07	-4.702149E-07	-4.614258E-07
 0.342407	-4.284668E-07	-4.757080E-07	-4.812012E-07
 0.342102	-4.229736E-07	-4.636231E-07	-4.647217E-07
 0.341797	-4.240723E-07	-4.680176E-07	-4.647217E-07
 0.341492	-4.196777E-07	-4.581299E-07	-4.581299E-07
 0.341187	-4.119873E-07	-4.669190E-07	-4.570313E-07
 0.340881	-4.064942E-07	-4.438477E-07	-4.515381E-07
 0.340576	-4.163818E-07	-4.691162E-07	-4.559326E-07
 0.340271	-3.955078E-07	-4.471436E-07	-4.559326E-07
 0.339966	-3.889160E-07	-4.603272E-07	-4.471436E-07
 0.339661	-4.075928E-07	-4.460449E-07	-4.416504E-07
 0.339355	-4.163818E-07	-4.581299E-07	-4.581299E-07
 0.339050	-3.911133E-07	-4.405518E-07	-4.438477E-07
 0.338745	-3.966065E-07	-4.372559E-07	-4.416504E-07
 0.338440	-3.977051E-07	-4.449463E-07	-4.372559E-07
 0.338135	-3.955078E-07	-4.405518E-07	-4.438477E-07
 0.337830	-3.823242E-07	-4.174805E-07	-4.262695E-07
 0.337524	-3.955078E-07	-4.383545E-07	-4.328613E-07
 0.337219	-3.845215E-07	-4.416504E-07	-4.295654E-07
 0.336914	-3.823242E-07	-4.306641E-07	-4.350586E-07
 0.336609	-3.801270E-07	-4.295654E-07	-4.108887E-07
 0.336304	-3.801270E-07	-4.339600E-07	-4.328613E-07
 0.335999	-3.724365E-07	-4.306641E-07	-4.218750E-07
 0.335693	-3.779297E-07	-4.240723E-07	-4.185791E-07
 0.335388	-3.757324E-07	-4.174805E-07	-4.196777E-07
 0.335083	-3.779297E-07	-4.240723E-07	-4.251709E-07
 0.334778	-3.746338E-07	-4.141846E-07	-4.075928E-07
 0.334473	-3.834229E-07	-4.196777E-07	-4.262695E-07
 0.334167	-3.669434E-07	-4.042969E-07	-4.020996E-07
 0.333862	-3.603516E-07	-4.064942E-07	-4.075928E-07
 0.333557	-3.625488E-07	-4.108887E-07	-4.119873E-07
 0.333252	-3.669434E-07	-4.130860E-07	-4.152832E-07
 0.332947	-3.504639E-07	-4.064942E-07	-3.999024E-07
 0.332642	-3.581543E-07	-4.119873E-07	-4.020996E-07
 0.332336	-3.592529E-07	-4.108887E-07	-4.031983E-07
 0.332031	-3.592529E-07	-4.119873E-07	-4.031983E-07
 0.331726	-3.504639E-07	-3.867188E-07	-3.845215E-07
 0.331421	-3.592529E-07	-4.064942E-07	-3.977051E-07
 0.331116	-3.504639E-07	-3.977051E-07	-3.867188E-07
 0.330811	-3.570557E-07	-3.966065E-07	-3.867188E-07
 0.330505	-3.548584E-07	-3.955078E-07	-3.823242E-07
 0.330200	-3.570557E-07	-3.977051E-07	-3.988037E-07
 0.329895	-3.416748E-07	-3.856201E-07	-3.845215E-07
 0.329590	-3.603516E-07	-3.933106E-07	-3.889160E-07
 0.329285	-3.427734E-07	-3.911133E-07	-3.900147E-07
 0.328979	-3.471680E-07	-3.856201E-07	-3.867188E-07
 0.328674	-3.460693E-07	-3.900147E-07	-3.779297E-07
 0.328369	-3.482666E-07	-3.966065E-07	-3.944092E-07
 0.328064	-3.350830E-07	-3.823242E-07	-3.779297E-07
 0.327759	-3.405762E-07	-3.867188E-07	-3.779297E-07
 0.327454	-3.427734E-07	-3.823242E-07	-3.812256E-07
 0.327148	-3.482666E-07	-3.878174E-07	-3.823242E-07
 0.326843	-3.295899E-07	-3.647461E-07	-3.625488E-07
 0.326538	-3.350830E-07	-3.856201E-07	-3.757324E-07
 0.326233	-3.372803E-07	-3.845215E-07	-3.746338E-07
 0.325928	-3.416748E-07	-3.823242E-07	-3.757324E-07
 0.325623	-3.273926E-07	-3.702393E-07	-3.724365E-07
 0.325317	-3.416748E-07	-3.801270E-07	-3.768311E-07
 0.325012	-3.273926E-07	-3.746338E-07	-3.658447E-07
 0.324707	-3.383789E-07	-3.768311E-07	-3.768311E-07
 0.324402	-3.339844E-07	-3.713379E-07	-3.724365E-07
 0.324097	-3.295899E-07	-3.724365E-07	-3.691406E-07
 0.323792	-3.317871E-07	-3.647461E-07	-3.592529E-07
 0.323486	-3.438721E-07	-3.790283E-07	-3.779297E-07
 0.323181	-3.229981E-07	-3.680420E-07	-3.581543E-07
 0.322876	-3.208008E-07	-3.669434E-07	-3.625488E-07
 0.322571	-3.361817E-07	-3.746338E-07	-3.691406E-07
 0.322266	-3.317871E-07	-3.812256E-07	-3.647461E-07
 0.321960	-3.175049E-07	-3.614502E-07	-3.559570E-07
 0.321655	-3.251953E-07	-3.680420E-07	-3.614502E-07
 0.321350	-3.186035E-07	-3.669434E-07	-3.625488E-07
 0.321045	-3.284912E-07	-3.713379E-07	-3.614502E-07
 0.320740	-3.175049E-07	-3.482666E-07	-3.482666E-07
 0.320435	-3.284912E-07	-3.702393E-07	-3.592529E-07
 0.320129	-3.197022E-07	-3.636475E-07	-3.603516E-07
 0.319824	-3.273926E-07	-3.614502E-07	-3.636475E-07
 0.319519	-3.197022E-07	-3.603516E-07	-3.493652E-07
 0.319214	-3.229981E-07	-3.702393E-07	-3.625488E-07
 0.318909	-3.076172E-07	-3.603516E-07	-3.471680E-07
 0.318604	-3.350830E-07	-3.581543E-07	-3.614502E-07
 0.318298	-3.164063E-07	-3.614502E-07	-3.504639E-07
 0.317993	-3.186035E-07	-3.669434E-07	-3.537598E-07
 0.317688	-3.197022E-07	-3.559570E-07	-3.493652E-07
 0.317383	-3.328858E-07	-3.691406E-07	-3.581543E-07
 0.317078	-3.120117E-07	-3.548584E-07	-3.427734E-07
 0.316772	-3.251953E-07	-3.482666E-07	-3.449707E-07
 0.316467	-3.229981E-07	-3.482666E-07	-3.537598E-07
 0.316162	-3.218994E-07	-3.570557E-07	-3.625488E-07
 0.315857	-3.120117E-07	-3.482666E-07	-3.383789E-07
 0.315552	-3.186035E-07	-3.614502E-07	-3.625488E-07
 0.315247	-3.197022E-07	-3.603516E-07	-3.537598E-07
 0.314941	-3.186035E-07	-3.636475E-07	-3.559570E-07
 0.314636	-3.120117E-07	-3.482666E-07	-3.438721E-07
 0.314331	-3.197022E-07	-3.614502E-07	-3.493652E-07
 0.314026	-3.175049E-07	-3.482666E-07	-3.493652E-07
 0.313721	-3.197022E-07	-3.515625E-07	-3.515625E-07
 0.313416	-3.175049E-07	-3.581543E-07	-3.405762E-07
 0.313110	-3.175049E-07	-3.570557E-07	-3.493652E-07
 0.312805	-3.054199E-07	-3.416748E-07	-3.405762E-07
 0.312500	-3.284912E-07	-3.680420E-07	-3.625488E-07
 0.312195	-3.142090E-07	-3.471680E-07	-3.427734E-07
 0.311890	-3.098145E-07	-3.471680E-07	-3.416748E-07
 0.311584	-3.109131E-07	-3.405762E-07	-3.394775E-07
 0.311279	-3.186035E-07	-3.570557E-07	-3.482666E-07
 0.310974	-3.054199E-07	-3.482666E-07	-3.372803E-07
 0.310669	-3.131104E-07	-3.471680E-07	-3.471680E-07
 0.310364	-3.142090E-07	-3.515625E-07	-3.460693E-07
 0.310059	-3.186035E-07	-3.471680E-07	-3.548584E-07
 0.309753	-3.065186E-07	-3.372803E-07	-3.339844E-07
 0.309448	-3.218994E-07	-3.493652E-07	-3.427734E-07
 0.309143	-3.142090E-07	-3.526611E-07	-3.416748E-07
 0.308838	-3.120117E-07	-3.504639E-07	-3.361817E-07
 0.308533	-3.109131E-07	-3.493652E-07	-3.361817E-07
 0.308228	-3.153076E-07	-3.614502E-07	-3.515625E-07
 0.307922	-3.186035E-07	-3.504639E-07	-3.405762E-07
 0.307617	-3.240967E-07	-3.570557E-07	-3.438721E-07
 0.307312	-3.120117E-07	-3.449707E-07	-3.482666E-07
 0.307007	-3.076172E-07	-3.537598E-07	-3.460693E-07
 0.306702	-3.131104E-07	-3.438721E-07	-3.427734E-07
 0.306396	-3.251953E-07	-3.603516E-07	-3.504639E-07
 0.306091	-3.054199E-07	-3.438721E-07	-3.372803E-07
 0.305786	-3.164063E-07	-3.416748E-07	-3.383789E-07
 0.305481	-3.153076E-07	-3.427734E-07	-3.449707E-07
 0.305176	-3.175049E-07	-3.581543E-07	-3.493652E-07
 0.304871	-3.021240E-07	-3.460693E-07	-3.350830E-07
 0.304565	-3.109131E-07	-3.526611E-07	-3.526611E-07
 0.304260	-3.175049E-07	-3.614502E-07	-3.504639E-07
 0.303955	-3.164063E-07	-3.581543E-07	-3.438721E-07
 0.303650	-3.087158E-07	-3.438721E-07	-3.361817E-07
 0.303345	-3.142090E-07	-3.592529E-07	-3.570557E-07
 0.303040	-3.197022E-07	-3.548584E-07	-3.449707E-07
 0.302734	-3.229981E-07	-3.471680E-07	-3.372803E-07
 0.302429	-3.175049E-07	-3.460693E-07	-3.394775E-07
 0.302124	-3.153076E-07	-3.449707E-07	-3.471680E-07
 0.301819	-3.054199E-07	-3.405762E-07	-3.405762E-07
 0.301514	-3.240967E-07	-3.526611E-07	-3.559570E-07
 0.301208	-3.131104E-07	-3.482666E-07	-3.493652E-07
 0.300903	-3.153076E-07	-3.515625E-07	-3.405762E-07
 0.300598	-3.197022E-07	-3.515625E-07	-3.460693E-07
 0.300293	-3.361817E-07	-3.614502E-07	-3.625488E-07
 0.299988	-3.175049E-07	-3.493652E-07	-3.427734E-07
 0.299683	-3.251953E-07	-3.493652E-07	-3.438721E-07
 0.299377	-3.229981E-07	-3.548584E-07	-3.515625E-07
 0.299072	-3.262940E-07	-3.570557E-07	-3.526611E-07
 0.298767	-3.186035E-07	-3.460693E-07	-3.427734E-07
 0.298462	-3.317871E-07	-3.581543E-07	-3.559570E-07
 0.298157	-3.197022E-07	-3.625488E-07	-3.482666E-07
 0.297852	-3.208008E-07	-3.581543E-07	-3.526611E-07
 0.297546	-3.197022E-07	-3.405762E-07	-3.427734E-07
 0.297241	-3.295899E-07	-3.647461E-07	-3.625488E-07
 0.296936	-3.218994E-07	-3.515625E-07	-3.493652E-07
 0.296631	-3.383789E-07	-3.603516E-07	-3.515625E-07
 0.296326	-3.240967E-07	-3.581543E-07	-3.537598E-07
 0.296021	-3.328858E-07	-3.592529E-07	-3.592529E-07
 0.295715	-3.284912E-07	-3.603516E-07	-3.526611E-07
 0.295410	-3.449707E-07	-3.768311E-07	-3.614502E-07
 0.295105	-3.218994E-07	-3.559570E-07	-3.493652E-07
 0.294800	-3.229981E-07	-3.647461E-07	-3.537598E-07
 0.294495	-3.372803E-07	-3.702393E-07	-3.537598E-07
 0.294189	-3.350830E-07	-3.702393E-07	-3.691406E-07
 0.293884	-3.208008E-07	-3.614502E-07	-3.493652E-07
 0.293579	-3.339844E-07	-3.768311E-07	-3.636475E-07
 0.293274	-3.361817E-07	-3.746338E-07	-3.592529E-07
 0.292969	-3.394775E-07	-3.713379E-07	-3.647461E-07
 0.292664	-3.262940E-07	-3.559570E-07	-3.526611E-07
 0.292358	-3.416748E-07	-3.724365E-07	-3.625488E-07
 0.292053	-3.405762E-07	-3.669434E-07	-3.592529E-07
 0.291748	-3.383789E-07	-3.724365E-07	-3.603516E-07
 0.291443	-3.405762E-07	-3.636475E-07	-3.614502E-07
 0.291138	-3.460693E-07	-3.746338E-07	-3.768311E-07
 0.290833	-3.405762E-07	-3.658447E-07	-3.680420E-07
 0.290527	-3.548584E-07	-3.823242E-07	-3.724365E-07
 0.290222	-3.383789E-07	-3.735352E-07	-3.680420E-07
 0.289917	-3.383789E-07	-3.768311E-07	-3.735352E-07
 0.289612	-3.460693E-07	-3.746338E-07	-3.647461E-07
 0.289307	-3.526611E-07	-3.867188E-07	-3.845215E-07
 0.289001	-3.438721E-07	-3.768311E-07	-3.691406E-07
 0.288696	-3.537598E-07	-3.801270E-07	-3.680420E-07
 0.288391	-3.614502E-07	-3.867188E-07	-3.768311E-07
 0.288086	-3.581543E-07	-3.878174E-07	-3.867188E-07
 0.287781	-3.405762E-07	-3.735352E-07	-3.592529E-07
 0.287476	-3.603516E-07	-3.922119E-07	-3.845215E-07
 0.287170	-3.592529E-07	-3.790283E-07	-3.801270E-07
 0.286865	-3.603516E-07	-3.911133E-07	-3.834229E-07
 0.286560	-3.493652E-07	-3.746338E-07	-3.768311E-07
 0.286255	-3.702393E-07	-3.977051E-07	-3.955078E-07
 0.285950	-3.570557E-07	-3.889160E-07	-3.801270E-07
 0.285645	-3.702393E-07	-3.911133E-07	-3.900147E-07
 0.285339	-3.614502E-07	-3.900147E-07	-3.746338E-07
 0.285034	-3.680420E-07	-3.955078E-07	-3.933106E-07
 0.284729	-3.603516E-07	-3.889160E-07	-3.845215E-07
 0.284424	-3.735352E-07	-4.064942E-07	-3.944092E-07
 0.284119	-3.658447E-07	-3.933106E-07	-3.900147E-07
 0.283813	-3.625488E-07	-3.988037E-07	-3.845215E-07
 0.283508	-3.735352E-07	-4.020996E-07	-3.878174E-07
 0.283203	-3.746338E-07	-4.185791E-07	-4.020996E-07
 0.282898	-3.603516E-07	-3.911133E-07	-3.867188E-07
 0.282593	-3.735352E-07	-3.988037E-07	-3.944092E-07
 0.282288	-3.801270E-07	-4.020996E-07	-3.944092E-07
 0.281982	-3.856201E-07	-4.097901E-07	-4.086914E-07
 0.281677	-3.735352E-07	-3.988037E-07	-3.988037E-07
 0.281372	-3.977051E-07	-4.108887E-07	-4.130860E-07
 0.281067	-3.845215E-07	-4.075928E-07	-3.966065E-07
 0.280762	-3.856201E-07	-4.152832E-07	-4.130860E-07
 0.280457	-3.790283E-07	-4.064942E-07	-4.064942E-07
 0.280151	-3.944092E-07	-4.262695E-07	-4.108887E-07
 0.279846	-3.812256E-07	-4.053955E-07	-4.053955E-07
 0.279541	-3.966065E-07	-4.218750E-07	-4.207764E-07
 0.279236	-3.922119E-07	-4.229736E-07	-4.108887E-07
 0.278931	-3.977051E-07	-4.273682E-07	-4.185791E-07
 0.278625	-3.911133E-07	-4.240723E-07	-4.119873E-07
 0.278320	-4.163818E-07	-4.416504E-07	-4.317627E-07
 0.278015	-3.845215E-07	-4.174805E-07	-4.075928E-07
 0.277710	-4.010010E-07	-4.207764E-07	-4.130860E-07
 0.277405	-3.988037E-07	-4.284668E-07	-4.141846E-07
 0.277100	-4.108887E-07	-4.383545E-07	-4.295654E-07
 0.276794	-3.966065E-07	-4.196777E-07	-4.108887E-07
 0.276489	-4.119873E-07	-4.372559E-07	-4.328613E-07
 0.276184	-4.097901E-07	-4.328613E-07	-4.383545E-07
 0.275879	-4.240723E-07	-4.471436E-07	-4.416504E-07
 0.275574	-4.086914E-07	-4.317627E-07	-4.251709E-07
 0.275269	-4.251709E-07	-4.449463E-07	-4.405518E-07
 0.274963	-4.174805E-07	-4.416504E-07	-4.317627E-07
 0.274658	-4.317627E-07	-4.482422E-07	-4.471436E-07
 0.274353	-4.152832E-07	-4.460449E-07	-4.405518E-07
 0.274048	-4.306641E-07	-4.515381E-07	-4.449463E-07
 0.273743	-4.251709E-07	-4.471436E-07	-4.339600E-07
 0.273438	-4.482422E-07	-4.713135E-07	-4.614258E-07
 0.273132	-4.196777E-07	-4.449463E-07	-4.295654E-07
 0.272827	-4.306641E-07	-4.559326E-07	-4.460449E-07
 0.272522	-4.361572E-07	-4.471436E-07	-4.471436E-07
